user_level,learning_goal,topic_code,subtopic_code,topic_level,quiz_type,quiz_score,avg_last_3_scores,previous_fails_same_topic,subtopic_order,preferred_topic_match,completed_interactive,needs_reinforcement
advanced,financial_planning,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,86.0,97.1,0,1,0,1,0
basic,other,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,85.5,91.1,1,4,0,1,0
advanced,understand_banking,investments,risk_and_return,advanced,subtopic_quiz,89.9,85.4,1,2,0,1,0
beginner,saving_money,investments,risk_and_return,advanced,subtopic_quiz,30.0,33.1,1,2,0,0,1
basic,financial_planning,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,66.1,59.9,1,2,1,0,1
intermediate,understand_banking,savings,how_to_save,beginner,subtopic_quiz,98.5,76.1,0,3,0,1,0
beginner,financial_planning,budgeting,topic_final,beginner,topic_final_quiz,41.9,55.2,1,5,1,1,1
beginner,financial_planning,investments,risk_and_return,advanced,subtopic_quiz,48.2,43.8,0,2,0,1,1
beginner,financial_planning,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,54.7,48.8,1,4,1,1,1
beginner,saving_money,investments,diversification,advanced,subtopic_quiz,11.1,18.4,2,3,0,1,1
beginner,understand_banking,savings,saving_mistakes,beginner,subtopic_quiz,80.5,86.5,0,5,0,1,0
beginner,increase_income,investments,what_are_investments,advanced,subtopic_quiz,61.2,63.2,2,1,1,0,1
beginner,financial_planning,budgeting,expense_accounting,beginner,subtopic_quiz,74.7,94.5,0,3,1,1,0
beginner,debt_management,financial_planning,topic_final,intermediate,topic_final_quiz,44.5,21.6,1,5,0,1,1
beginner,general_improvement,financial_planning,financial_goals,intermediate,subtopic_quiz,50.3,40.9,1,1,1,0,1
beginner,general_improvement,credit_and_debt,interest_rate,intermediate,subtopic_quiz,44.4,51.6,1,2,0,0,1
advanced,general_improvement,financial_planning,topic_final,intermediate,topic_final_quiz,68.1,50.5,1,5,1,1,1
intermediate,general_improvement,investments,what_are_investments,advanced,subtopic_quiz,51.4,46.4,2,1,0,0,1
intermediate,increase_income,financial_planning,spending_priorities,intermediate,subtopic_quiz,71.8,62.0,0,3,1,1,1
intermediate,general_improvement,credit_and_debt,interest_rate,intermediate,subtopic_quiz,100,76.0,0,2,0,1,0
beginner,increase_income,financial_planning,spending_priorities,intermediate,subtopic_quiz,63.7,48.3,1,3,1,1,1
intermediate,saving_money,budgeting,topic_final,beginner,topic_final_quiz,65.9,78.8,0,5,0,1,1
intermediate,control_spending,savings,interest_on_savings,beginner,subtopic_quiz,72.2,49.4,2,4,0,1,1
basic,other,financial_planning,financial_goals,intermediate,subtopic_quiz,37.6,6.5,0,1,0,1,1
intermediate,general_improvement,investments,risk_and_return,advanced,subtopic_quiz,50.0,36.2,3,2,0,1,1
intermediate,control_spending,financial_planning,progress_control,intermediate,subtopic_quiz,56.8,56.4,2,5,0,1,1
beginner,control_spending,budgeting,topic_final,beginner,topic_final_quiz,55.9,74.5,1,5,1,1,1
intermediate,general_improvement,credit_and_debt,credit_load,intermediate,subtopic_quiz,79.8,65.9,0,4,0,1,0
beginner,financial_planning,financial_planning,spending_priorities,intermediate,subtopic_quiz,22.8,19.2,2,3,1,0,1
beginner,control_spending,budgeting,topic_final,beginner,topic_final_quiz,58.8,68.4,1,5,1,1,1
intermediate,general_improvement,investments,topic_final,advanced,topic_final_quiz,74.8,68.3,1,5,0,1,0
intermediate,saving_money,financial_planning,topic_final,intermediate,topic_final_quiz,55.1,50.0,1,5,0,0,1
intermediate,control_spending,credit_and_debt,choose_credit,intermediate,subtopic_quiz,72.3,67.0,0,5,0,1,0
beginner,increase_income,investments,beginner_mistakes,advanced,subtopic_quiz,36.0,42.9,1,5,1,0,1
advanced,increase_income,credit_and_debt,topic_final,intermediate,topic_final_quiz,77.6,87.7,0,5,1,1,0
beginner,saving_money,budgeting,expense_accounting,beginner,subtopic_quiz,26.0,42.1,0,3,1,1,1
basic,saving_money,budgeting,budget_analysis,beginner,subtopic_quiz,51.5,64.1,1,5,0,1,1
beginner,other,budgeting,topic_final,beginner,topic_final_quiz,38.9,33.1,3,5,0,0,1
basic,understand_banking,financial_planning,topic_final,intermediate,topic_final_quiz,59.8,55.0,2,5,0,1,1
beginner,start_investing,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,72.4,70.4,0,2,1,1,0
basic,other,budgeting,expense_accounting,beginner,subtopic_quiz,70.0,48.3,1,3,1,0,1
beginner,other,financial_planning,financial_goals,intermediate,subtopic_quiz,50.0,56.0,3,1,0,1,1
advanced,increase_income,credit_and_debt,credit_load,intermediate,subtopic_quiz,83.5,82.4,0,4,0,0,0
advanced,debt_management,investments,topic_final,advanced,topic_final_quiz,84.3,90.7,1,5,0,1,0
beginner,general_improvement,budgeting,topic_final,beginner,topic_final_quiz,12.5,9.6,3,5,1,1,1
beginner,debt_management,budgeting,expense_accounting,beginner,subtopic_quiz,62.1,53.5,0,3,1,1,1
advanced,other,investments,what_are_investments,advanced,subtopic_quiz,69.7,57.4,0,1,0,0,1
advanced,start_investing,budgeting,expense_accounting,beginner,subtopic_quiz,100,88.5,0,3,0,1,0
beginner,saving_money,savings,how_to_save,beginner,subtopic_quiz,37.6,49.2,2,3,1,0,1
beginner,general_improvement,credit_and_debt,credit_load,intermediate,subtopic_quiz,35.8,31.9,3,4,0,1,1
beginner,start_investing,savings,how_to_save,beginner,subtopic_quiz,50.8,51.1,1,3,0,1,1
intermediate,other,budgeting,expense_accounting,beginner,subtopic_quiz,88.6,75.7,0,3,0,1,0
basic,other,financial_planning,progress_control,intermediate,subtopic_quiz,34.6,25.4,2,5,0,0,1
advanced,general_improvement,budgeting,budget_analysis,beginner,subtopic_quiz,90.7,95.0,0,5,1,1,0
basic,other,investments,beginner_mistakes,advanced,subtopic_quiz,52.1,47.0,2,5,1,1,1
intermediate,general_improvement,budgeting,expense_accounting,beginner,subtopic_quiz,100,95.4,1,3,1,1,0
beginner,control_spending,credit_and_debt,choose_credit,intermediate,subtopic_quiz,73.9,71.3,1,5,0,1,1
basic,saving_money,savings,emergency_fund,beginner,subtopic_quiz,80.4,60.7,0,2,1,1,0
advanced,debt_management,financial_planning,spending_priorities,intermediate,subtopic_quiz,81.9,79.8,0,3,0,1,0
basic,financial_planning,savings,why_save,beginner,subtopic_quiz,58.6,48.2,1,1,1,1,1
basic,general_improvement,savings,how_to_save,beginner,subtopic_quiz,44.3,36.7,1,3,0,1,1
beginner,debt_management,savings,interest_on_savings,beginner,subtopic_quiz,100,99.4,1,4,0,1,0
beginner,financial_planning,credit_and_debt,credit_load,intermediate,subtopic_quiz,67.4,87.0,1,4,0,1,1
beginner,start_investing,investments,what_are_investments,advanced,subtopic_quiz,52.8,79.7,0,1,1,0,1
basic,control_spending,investments,simple_instruments,advanced,subtopic_quiz,67.7,54.6,1,4,1,1,1
intermediate,financial_planning,investments,risk_and_return,advanced,subtopic_quiz,42.0,38.9,1,2,0,1,1
basic,financial_planning,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,83.3,92.4,0,2,1,1,0
intermediate,debt_management,budgeting,income_expenses,beginner,subtopic_quiz,70.7,100,0,1,0,1,0
basic,saving_money,budgeting,topic_final,beginner,topic_final_quiz,76.8,76.4,0,5,0,1,0
beginner,general_improvement,budgeting,expense_accounting,beginner,subtopic_quiz,65.7,48.7,1,3,1,1,1
beginner,start_investing,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,42.8,45.9,2,2,1,1,1
intermediate,other,credit_and_debt,choose_credit,intermediate,subtopic_quiz,100,93.0,1,5,1,0,0
basic,saving_money,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,54.2,42.7,1,1,0,0,1
basic,increase_income,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,54.7,62.2,1,2,0,1,1
beginner,general_improvement,savings,why_save,beginner,subtopic_quiz,55.0,46.3,1,1,0,0,1
beginner,understand_banking,savings,interest_on_savings,beginner,subtopic_quiz,40.4,38.3,0,4,1,1,1
beginner,financial_planning,investments,topic_final,advanced,topic_final_quiz,26.7,38.8,1,5,1,1,1
beginner,start_investing,budgeting,expense_accounting,beginner,subtopic_quiz,52.9,59.3,0,3,0,0,1
beginner,other,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,52.5,29.9,1,1,0,0,1
beginner,saving_money,savings,why_save,beginner,subtopic_quiz,65.4,83.9,0,1,1,1,0
basic,general_improvement,credit_and_debt,choose_credit,intermediate,subtopic_quiz,45.1,33.9,1,5,0,1,1
advanced,understand_banking,savings,why_save,beginner,subtopic_quiz,100,100,0,1,1,1,0
basic,saving_money,financial_planning,financial_goals,intermediate,subtopic_quiz,62.4,88.4,2,1,0,1,1
advanced,debt_management,savings,emergency_fund,beginner,subtopic_quiz,91.2,100,0,2,0,1,0
basic,start_investing,savings,saving_mistakes,beginner,subtopic_quiz,78.0,51.0,1,5,0,1,1
beginner,start_investing,investments,topic_final,advanced,topic_final_quiz,53.9,44.0,1,5,1,0,1
advanced,financial_planning,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,71.5,61.6,0,1,0,1,0
intermediate,other,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,75.3,78.0,0,2,0,1,0
beginner,financial_planning,budgeting,expense_accounting,beginner,subtopic_quiz,41.0,20.8,3,3,1,0,1
advanced,increase_income,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,96.1,97.7,0,2,1,1,0
basic,financial_planning,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,54.5,45.8,1,2,1,1,1
intermediate,control_spending,investments,what_are_investments,advanced,subtopic_quiz,55.2,74.4,0,1,1,1,0
beginner,other,investments,topic_final,advanced,topic_final_quiz,47.1,52.5,1,5,1,0,1
beginner,financial_planning,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,19.8,15.5,1,1,0,1,1
beginner,debt_management,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,42.5,52.1,0,2,0,1,1
basic,financial_planning,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,86.9,100,0,4,1,1,0
intermediate,financial_planning,credit_and_debt,choose_credit,intermediate,subtopic_quiz,74.0,65.5,0,5,0,1,0
beginner,control_spending,savings,why_save,beginner,subtopic_quiz,52.6,55.4,1,1,0,1,1
beginner,other,budgeting,expense_accounting,beginner,subtopic_quiz,63.0,36.1,3,3,0,1,1
beginner,start_investing,investments,what_are_investments,advanced,subtopic_quiz,12.1,18.0,1,1,1,1,1
advanced,general_improvement,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,100,94.8,0,2,1,1,0
basic,control_spending,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,54.5,86.8,0,4,1,1,1
basic,control_spending,financial_planning,savings_plan,intermediate,subtopic_quiz,57.8,50.4,0,4,0,0,1
beginner,debt_management,savings,topic_final,beginner,topic_final_quiz,74.8,61.1,0,5,0,1,0
intermediate,general_improvement,investments,what_are_investments,advanced,subtopic_quiz,46.1,48.6,2,1,0,1,1
intermediate,understand_banking,investments,simple_instruments,advanced,subtopic_quiz,71.1,87.5,0,4,0,1,0
basic,saving_money,credit_and_debt,credit_load,intermediate,subtopic_quiz,58.1,55.9,2,4,0,0,1
beginner,control_spending,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,51.7,39.7,3,2,1,1,1
beginner,start_investing,investments,risk_and_return,advanced,subtopic_quiz,47.3,46.7,1,2,1,0,1
beginner,general_improvement,budgeting,income_expenses,beginner,subtopic_quiz,82.1,89.2,1,1,1,1,0
beginner,increase_income,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,16.1,27.9,1,3,0,1,1
basic,general_improvement,savings,how_to_save,beginner,subtopic_quiz,68.3,79.4,0,3,1,0,0
beginner,financial_planning,credit_and_debt,choose_credit,intermediate,subtopic_quiz,27.0,38.1,0,5,0,0,1
beginner,general_improvement,savings,topic_final,beginner,topic_final_quiz,54.0,42.0,2,5,1,1,1
beginner,saving_money,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,71.1,44.2,1,4,1,1,1
intermediate,start_investing,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,73.7,66.9,2,2,0,1,1
beginner,financial_planning,credit_and_debt,interest_rate,intermediate,subtopic_quiz,65.6,87.9,0,2,0,1,1
basic,financial_planning,financial_planning,savings_plan,intermediate,subtopic_quiz,58.3,46.7,1,4,1,1,1
advanced,control_spending,investments,topic_final,advanced,topic_final_quiz,79.0,80.6,0,5,0,1,0
beginner,debt_management,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,68.7,58.9,0,4,0,1,1
basic,other,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,58.9,73.9,2,1,1,1,1
intermediate,start_investing,budgeting,expense_accounting,beginner,subtopic_quiz,92.4,94.7,0,3,0,1,0
intermediate,debt_management,investments,simple_instruments,advanced,subtopic_quiz,53.7,72.0,1,4,0,1,1
intermediate,debt_management,investments,topic_final,advanced,topic_final_quiz,51.9,57.8,3,5,0,1,1
advanced,start_investing,savings,how_to_save,beginner,subtopic_quiz,77.3,63.2,0,3,0,0,1
basic,saving_money,investments,diversification,advanced,subtopic_quiz,57.1,59.4,0,3,0,1,1
beginner,other,budgeting,expense_accounting,beginner,subtopic_quiz,64.2,59.8,0,3,0,1,1
advanced,general_improvement,investments,simple_instruments,advanced,subtopic_quiz,49.6,28.7,2,4,1,1,1
beginner,increase_income,investments,diversification,advanced,subtopic_quiz,28.5,31.2,1,3,1,0,1
basic,other,financial_planning,financial_goals,intermediate,subtopic_quiz,53.3,59.4,0,1,0,1,1
beginner,control_spending,savings,why_save,beginner,subtopic_quiz,64.5,57.3,1,1,0,1,1
beginner,increase_income,investments,diversification,advanced,subtopic_quiz,11.9,13.2,1,3,1,1,1
advanced,start_investing,budgeting,expense_accounting,beginner,subtopic_quiz,100,92.0,1,3,0,1,0
beginner,understand_banking,savings,emergency_fund,beginner,subtopic_quiz,60.2,73.8,1,2,0,1,1
beginner,general_improvement,savings,why_save,beginner,subtopic_quiz,55.6,54.6,1,1,0,1,1
beginner,understand_banking,investments,diversification,advanced,subtopic_quiz,27.7,27.9,0,3,0,0,1
basic,general_improvement,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,66.2,65.8,0,2,1,1,0
beginner,saving_money,credit_and_debt,credit_load,intermediate,subtopic_quiz,42.7,46.7,1,4,1,0,1
beginner,general_improvement,investments,topic_final,advanced,topic_final_quiz,34.5,28.4,0,5,0,1,1
advanced,start_investing,investments,risk_and_return,advanced,subtopic_quiz,100,100,0,2,1,1,0
intermediate,increase_income,investments,diversification,advanced,subtopic_quiz,72.6,71.1,0,3,1,1,0
beginner,general_improvement,credit_and_debt,interest_rate,intermediate,subtopic_quiz,69.9,53.4,2,2,0,1,1
intermediate,understand_banking,savings,why_save,beginner,subtopic_quiz,89.7,75.7,0,1,1,0,0
advanced,other,budgeting,topic_final,beginner,topic_final_quiz,100,100,0,5,0,1,0
basic,control_spending,budgeting,budget_analysis,beginner,subtopic_quiz,83.2,84.3,0,5,1,1,0
basic,debt_management,financial_planning,topic_final,intermediate,topic_final_quiz,53.8,63.5,1,5,0,0,1
intermediate,other,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,95.4,86.7,0,2,0,1,0
intermediate,other,financial_planning,progress_control,intermediate,subtopic_quiz,67.5,55.2,0,5,0,1,0
beginner,start_investing,investments,risk_and_return,advanced,subtopic_quiz,60.9,64.3,1,2,1,1,1
basic,general_improvement,investments,diversification,advanced,subtopic_quiz,59.8,47.8,2,3,0,1,1
intermediate,general_improvement,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,75.5,77.5,0,2,1,0,0
beginner,start_investing,investments,topic_final,advanced,topic_final_quiz,38.3,47.1,0,5,1,1,1
beginner,start_investing,financial_planning,topic_final,intermediate,topic_final_quiz,26.4,9.6,0,5,0,0,1
beginner,increase_income,budgeting,topic_final,beginner,topic_final_quiz,47.1,43.9,3,5,1,1,1
intermediate,start_investing,budgeting,budget_analysis,beginner,subtopic_quiz,63.5,57.7,0,5,1,0,1
beginner,control_spending,credit_and_debt,choose_credit,intermediate,subtopic_quiz,64.2,83.9,2,5,0,0,1
beginner,financial_planning,credit_and_debt,interest_rate,intermediate,subtopic_quiz,32.7,40.4,0,2,0,1,1
basic,general_improvement,investments,topic_final,advanced,topic_final_quiz,41.6,38.0,1,5,0,1,1
basic,financial_planning,financial_planning,progress_control,intermediate,subtopic_quiz,57.5,64.4,0,5,1,1,1
basic,debt_management,budgeting,topic_final,beginner,topic_final_quiz,64.3,71.3,2,5,0,1,1
intermediate,general_improvement,credit_and_debt,interest_rate,intermediate,subtopic_quiz,91.6,99.5,1,2,0,0,0
beginner,saving_money,investments,topic_final,advanced,topic_final_quiz,42.6,35.0,1,5,0,0,1
advanced,saving_money,budgeting,topic_final,beginner,topic_final_quiz,83.7,91.7,1,5,0,0,0
intermediate,general_improvement,savings,how_to_save,beginner,subtopic_quiz,100,93.4,0,3,0,0,0
beginner,control_spending,investments,diversification,advanced,subtopic_quiz,32.3,44.9,0,3,1,0,1
basic,start_investing,investments,beginner_mistakes,advanced,subtopic_quiz,36.5,42.3,3,5,1,1,1
intermediate,understand_banking,savings,topic_final,beginner,topic_final_quiz,67.2,70.7,0,5,0,1,0
beginner,understand_banking,financial_planning,financial_goals,intermediate,subtopic_quiz,48.2,34.0,0,1,1,1,1
basic,saving_money,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,65.8,60.1,0,3,0,1,1
beginner,understand_banking,savings,saving_mistakes,beginner,subtopic_quiz,58.5,63.7,1,5,1,1,1
advanced,other,credit_and_debt,topic_final,intermediate,topic_final_quiz,82.0,96.5,0,5,1,1,0
beginner,other,investments,risk_and_return,advanced,subtopic_quiz,28.2,31.3,0,2,0,0,1
beginner,financial_planning,investments,simple_instruments,advanced,subtopic_quiz,46.3,36.3,2,4,0,1,1
advanced,saving_money,investments,topic_final,advanced,topic_final_quiz,90.7,100,0,5,0,1,0
basic,debt_management,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,73.9,63.7,0,3,1,1,1
basic,debt_management,credit_and_debt,interest_rate,intermediate,subtopic_quiz,59.3,58.5,0,2,1,1,1
beginner,debt_management,credit_and_debt,choose_credit,intermediate,subtopic_quiz,48.6,36.2,1,5,1,1,1
beginner,other,investments,beginner_mistakes,advanced,subtopic_quiz,47.2,34.0,0,5,0,1,1
beginner,understand_banking,credit_and_debt,choose_credit,intermediate,subtopic_quiz,33.0,37.8,1,5,1,1,1
advanced,saving_money,investments,simple_instruments,advanced,subtopic_quiz,94.1,98.1,0,4,1,0,0
basic,understand_banking,savings,topic_final,beginner,topic_final_quiz,62.8,76.4,1,5,0,1,1
beginner,saving_money,investments,topic_final,advanced,topic_final_quiz,40.1,44.3,0,5,0,1,1
advanced,control_spending,savings,emergency_fund,beginner,subtopic_quiz,95.7,82.5,1,2,0,1,0
beginner,start_investing,credit_and_debt,credit_load,intermediate,subtopic_quiz,59.8,69.4,1,4,0,1,1
intermediate,start_investing,budgeting,expense_accounting,beginner,subtopic_quiz,82.8,75.7,0,3,0,1,0
beginner,increase_income,savings,how_to_save,beginner,subtopic_quiz,62.2,67.4,1,3,0,1,1
advanced,other,investments,topic_final,advanced,topic_final_quiz,78.4,94.3,0,5,0,1,0
intermediate,increase_income,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,69.5,86.0,0,3,0,1,0
beginner,saving_money,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,53.6,51.0,2,1,0,0,1
beginner,financial_planning,credit_and_debt,credit_load,intermediate,subtopic_quiz,22.0,34.4,0,4,0,0,1
beginner,understand_banking,credit_and_debt,topic_final,intermediate,topic_final_quiz,59.2,49.0,2,5,1,0,1
beginner,financial_planning,savings,saving_mistakes,beginner,subtopic_quiz,57.6,71.3,2,5,1,1,1
intermediate,financial_planning,credit_and_debt,topic_final,intermediate,topic_final_quiz,45.4,45.8,1,5,1,1,1
intermediate,control_spending,savings,saving_mistakes,beginner,subtopic_quiz,75.7,77.6,1,5,0,1,1
intermediate,understand_banking,financial_planning,progress_control,intermediate,subtopic_quiz,63.7,54.9,2,5,0,1,1
intermediate,understand_banking,budgeting,topic_final,beginner,topic_final_quiz,63.8,66.3,1,5,1,1,1
basic,start_investing,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,57.7,51.8,3,2,0,1,1
beginner,control_spending,savings,how_to_save,beginner,subtopic_quiz,84.6,78.2,2,3,0,0,0
beginner,saving_money,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,49.3,59.9,2,1,0,1,1
beginner,other,credit_and_debt,topic_final,intermediate,topic_final_quiz,32.3,39.5,1,5,0,1,1
beginner,general_improvement,investments,simple_instruments,advanced,subtopic_quiz,26.9,33.4,1,4,0,0,1
beginner,increase_income,financial_planning,savings_plan,intermediate,subtopic_quiz,41.2,51.4,0,4,1,1,1
advanced,understand_banking,savings,topic_final,beginner,topic_final_quiz,78.8,83.6,0,5,0,1,0
basic,understand_banking,budgeting,expense_accounting,beginner,subtopic_quiz,51.4,54.4,1,3,0,0,1
basic,control_spending,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,84.4,88.8,0,4,1,0,0
basic,saving_money,budgeting,budget_analysis,beginner,subtopic_quiz,71.7,69.6,0,5,0,0,0
beginner,increase_income,financial_planning,topic_final,intermediate,topic_final_quiz,46.3,39.6,0,5,1,0,1
beginner,control_spending,savings,emergency_fund,beginner,subtopic_quiz,52.8,51.9,3,2,0,1,1
beginner,saving_money,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,72.6,65.1,0,2,1,0,0
beginner,start_investing,credit_and_debt,topic_final,intermediate,topic_final_quiz,42.3,42.9,1,5,0,0,1
beginner,increase_income,budgeting,budget_analysis,beginner,subtopic_quiz,43.9,28.2,2,5,0,0,1
intermediate,increase_income,savings,how_to_save,beginner,subtopic_quiz,90.6,73.9,0,3,1,1,0
beginner,general_improvement,savings,why_save,beginner,subtopic_quiz,57.5,48.6,2,1,0,1,1
beginner,understand_banking,savings,why_save,beginner,subtopic_quiz,44.6,44.8,2,1,0,1,1
beginner,start_investing,savings,why_save,beginner,subtopic_quiz,69.8,61.1,0,1,0,1,0
intermediate,control_spending,investments,topic_final,advanced,topic_final_quiz,64.3,68.2,0,5,0,1,1
basic,debt_management,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,73.4,71.2,0,3,1,1,0
advanced,debt_management,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,95.7,95.3,0,4,0,1,0
basic,start_investing,credit_and_debt,credit_load,intermediate,subtopic_quiz,61.1,61.8,0,4,0,0,1
advanced,saving_money,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,93.1,100,2,2,0,1,0
beginner,financial_planning,budgeting,budget_analysis,beginner,subtopic_quiz,42.0,42.7,2,5,1,0,1
intermediate,saving_money,savings,emergency_fund,beginner,subtopic_quiz,78.2,62.4,0,2,1,0,1
intermediate,start_investing,budgeting,expense_accounting,beginner,subtopic_quiz,73.3,58.1,0,3,0,1,1
intermediate,other,investments,beginner_mistakes,advanced,subtopic_quiz,64.3,70.5,0,5,0,1,1
intermediate,debt_management,financial_planning,topic_final,intermediate,topic_final_quiz,93.4,100,0,5,0,1,0
basic,other,budgeting,expense_accounting,beginner,subtopic_quiz,89.0,86.4,0,3,0,1,0
beginner,other,credit_and_debt,interest_rate,intermediate,subtopic_quiz,25.0,42.3,3,2,0,0,1
intermediate,increase_income,budgeting,income_expenses,beginner,subtopic_quiz,69.1,72.8,0,1,1,0,0
basic,financial_planning,investments,risk_and_return,advanced,subtopic_quiz,48.6,55.1,3,2,0,0,1
basic,control_spending,budgeting,topic_final,beginner,topic_final_quiz,58.7,66.6,1,5,1,1,1
basic,other,investments,simple_instruments,advanced,subtopic_quiz,73.7,67.7,0,4,1,1,0
advanced,understand_banking,credit_and_debt,choose_credit,intermediate,subtopic_quiz,100,84.9,1,5,1,1,0
basic,understand_banking,investments,beginner_mistakes,advanced,subtopic_quiz,42.0,34.4,0,5,1,0,1
intermediate,control_spending,investments,risk_and_return,advanced,subtopic_quiz,49.9,43.2,2,2,0,1,1
advanced,start_investing,financial_planning,spending_priorities,intermediate,subtopic_quiz,92.1,88.2,0,3,1,0,0
intermediate,control_spending,savings,interest_on_savings,beginner,subtopic_quiz,59.7,41.2,1,4,0,1,1
beginner,debt_management,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,57.7,58.9,0,1,1,1,1
advanced,other,savings,how_to_save,beginner,subtopic_quiz,91.6,100,0,3,0,1,0
beginner,start_investing,savings,topic_final,beginner,topic_final_quiz,67.5,58.8,0,5,0,1,1
basic,debt_management,financial_planning,financial_goals,intermediate,subtopic_quiz,55.1,49.9,0,1,0,0,1
intermediate,other,credit_and_debt,choose_credit,intermediate,subtopic_quiz,95.4,87.6,0,5,0,1,0
intermediate,saving_money,investments,diversification,advanced,subtopic_quiz,52.7,56.1,2,3,0,0,1
basic,start_investing,financial_planning,topic_final,intermediate,topic_final_quiz,47.5,30.5,1,5,0,0,1
intermediate,saving_money,savings,how_to_save,beginner,subtopic_quiz,60.1,75.6,1,3,1,0,1
beginner,understand_banking,financial_planning,savings_plan,intermediate,subtopic_quiz,8.8,0.8,2,4,0,0,1
beginner,start_investing,credit_and_debt,topic_final,intermediate,topic_final_quiz,26.7,34.6,2,5,0,1,1
intermediate,general_improvement,budgeting,expense_accounting,beginner,subtopic_quiz,74.0,73.5,1,3,1,1,0
advanced,start_investing,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,85.8,83.0,0,3,1,1,0
advanced,control_spending,credit_and_debt,topic_final,intermediate,topic_final_quiz,94.0,97.6,0,5,0,1,0
beginner,start_investing,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,57.2,63.6,1,2,1,1,1
basic,start_investing,credit_and_debt,interest_rate,intermediate,subtopic_quiz,61.1,75.6,1,2,0,1,1
intermediate,financial_planning,investments,simple_instruments,advanced,subtopic_quiz,64.5,56.5,1,4,0,0,1
beginner,understand_banking,investments,diversification,advanced,subtopic_quiz,57.5,53.2,1,3,0,1,1
intermediate,start_investing,credit_and_debt,topic_final,intermediate,topic_final_quiz,69.3,72.5,1,5,0,1,1
basic,general_improvement,credit_and_debt,choose_credit,intermediate,subtopic_quiz,44.9,51.7,3,5,0,0,1
advanced,control_spending,investments,topic_final,advanced,topic_final_quiz,100,100,0,5,0,1,0
beginner,control_spending,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,41.5,30.6,3,2,1,1,1
beginner,other,savings,saving_mistakes,beginner,subtopic_quiz,60.3,54.9,0,5,0,1,1
basic,other,budgeting,expense_accounting,beginner,subtopic_quiz,77.6,64.9,0,3,0,1,0
beginner,control_spending,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,45.1,40.3,2,3,1,0,1
basic,increase_income,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,77.6,83.6,0,2,1,1,0
beginner,control_spending,financial_planning,progress_control,intermediate,subtopic_quiz,51.9,47.2,2,5,0,1,1
beginner,other,financial_planning,financial_goals,intermediate,subtopic_quiz,52.0,36.1,0,1,0,0,1
intermediate,other,credit_and_debt,credit_load,intermediate,subtopic_quiz,59.9,61.2,1,4,0,1,1
beginner,general_improvement,budgeting,income_expenses,beginner,subtopic_quiz,55.8,52.9,1,1,1,1,1
beginner,start_investing,savings,emergency_fund,beginner,subtopic_quiz,60.7,75.9,0,2,0,1,0
beginner,debt_management,financial_planning,topic_final,intermediate,topic_final_quiz,71.8,58.1,0,5,0,1,0
beginner,control_spending,investments,topic_final,advanced,topic_final_quiz,27.9,55.1,2,5,0,0,1
